cpf,cartao,produto,tipo_conta,data_contestacao,transacao_contestada_valor,data_transacao,hora_transacao,modalidade_fraude,numero_ticket,segmento,tipo_transacao,idade,regiao,uf,estabelecimento,adquirente
01459672399,4890857032519779,Cartão,Conta Corrente,2026-06-03,1572.55,2026-06-02,01:50:36,Compra não reconhecida,TK100027,Varejo,Online,20,Sudeste,RJ,PlayStation,PagSeguro
32798415691,,Conta Corrente,Conta Corrente,2026-06-29,1640.49,2026-06-29,18:33:00,Transferência não reconhecida,CC100342,Varejo,Online,49,Sudeste,SP,,
12854036905,,Conta Corrente,Conta Corrente,2026-06-30,1675.43,2026-06-27,21:21:00,Pix indevido,CC100230,Varejo,Online,60,Sudeste,SP,,
38129065703,,Conta Corrente,Conta Corrente,2026-03-05,450.98,2026-03-03,08:35:00,Boleto falso,CC100260,Personnalité,Online,21,Sudeste,ES,,
63415087948,,Conta Corrente,Conta Corrente,2026-06-15,1038.15,2026-06-12,08:51:00,Transferência não reconhecida,CC100288,Personnalité,Online,49,Sudeste,RJ,,
26903517499,,Conta Corrente,Conta Corrente,2026-06-23,2148.1,2026-06-20,18:27:00,Transferência não reconhecida,CC100162,Varejo,Online,40,Sudeste,MG,,
08475293123,,Conta Corrente,Conta Corrente,2026-04-08,173.87,2026-04-05,21:43:00,Pix indevido,CC100424,Uniclass,Online,44,Nordeste,CE,,
74169023803,,Conta Corrente,Conta Corrente,2026-05-05,2288.38,2026-05-04,15:53:00,Pix indevido,CC100138,Varejo,Online,23,Sudeste,RJ,,
47156230808,4189137692301221,Cartão,Conta Corrente,2026-01-28,662.43,2026-01-26,03:53:40,Compra não reconhecida,TK100062,Uniclass,Online,41,Sudeste,SP,Loja Online X,Cielo
92854016785,,Conta Corrente,Conta Corrente,2026-05-16,1731.49,2026-05-15,17:22:00,Transferência não reconhecida,CC100135,Varejo,Online,31,Sudeste,MG,,
08235697483,,Conta Corrente,Conta Corrente,2026-06-15,396.72,2026-06-12,05:32:00,Pix indevido,CC100128,Private,Online,43,Sul,SC,,
37429085610,4067455418956449,Cartão,Conta Corrente,2026-02-03,1395.18,2026-02-03,04:35:27,Engenharia social,TK100008,Varejo,Online,37,Nordeste,CE,Loja Online X,Stone
68052917395,,Conta Corrente,Conta Corrente,2026-03-13,2413.99,2026-03-13,04:17:00,Transferência não reconhecida,CC100326,Private,Online,27,Sul,RS,,
48936517066,4332880139796518,Cartão,Conta Corrente,2026-01-29,1368.7,2026-01-28,06:06:10,Compra não reconhecida,TK100064,Varejo,Online,18,Sudeste,ES,Steam,Rede
36971082559,,Conta Corrente,Conta Corrente,2026-05-05,2035.12,2026-05-02,15:12:00,Transferência não reconhecida,CC100300,Varejo,Online,19,Sudeste,RJ,,
27036158417,4342174823970583,Cartão,Conta Corrente,2026-05-05,583.81,2026-05-03,04:01:15,Engenharia social,TK100014,Varejo,Online,45,Sudeste,RJ,PlayStation,Cielo
74203985188,,Conta Corrente,Conta Corrente,2026-05-11,135.77,2026-05-09,16:42:00,Pix indevido,CC100156,Uniclass,Online,41,Nordeste,BA,,
79105482658,4701610095803727,Cartão,Conta Corrente,2026-04-16,574.43,2026-04-15,06:16:16,Cartão clonado,TK100040,Varejo,Online,34,Sudeste,RJ,Loja Online X,PagSeguro
62107439869,,Conta Corrente,Conta Corrente,2026-04-14,2277.76,2026-04-12,08:42:00,Transferência não reconhecida,CC100401,Uniclass,Online,18,Sul,RS,,
48720531923,,Conta Corrente,Conta Corrente,2026-05-07,2349.92,2026-05-06,07:01:00,Transferência não reconhecida,CC100354,Private,Online,21,Nordeste,BA,,
56937042892,,Conta Corrente,Conta Corrente,2026-02-20,1205.01,2026-02-19,21:51:00,Boleto falso,CC100216,Varejo,Online,38,Sul,RS,,
38910754648,,Conta Corrente,Conta Corrente,2026-02-12,1985.69,2026-02-09,04:14:00,Transferência não reconhecida,CC100279,Varejo,Online,50,Sudeste,MG,,
87361402526,,Conta Corrente,Conta Corrente,2026-04-22,2396.46,2026-04-20,20:06:00,Pix indevido,CC100379,Uniclass,Online,23,Centro-Oeste,MT,,
15498367066,,Conta Corrente,Conta Corrente,2026-06-04,946.58,2026-06-04,01:00:00,Boleto falso,CC100337,Varejo,Online,40,Nordeste,PE,,
89341026750,,Conta Corrente,Conta Corrente,2026-05-28,1373.81,2026-05-27,17:26:00,Boleto falso,CC100236,Personnalité,Online,28,Sul,RS,,
80734621507,,Conta Corrente,Conta Corrente,2026-04-26,2397.86,2026-04-25,11:23:00,Pix indevido,CC100207,Uniclass,Online,36,Sudeste,MG,,
96547130207,,Conta Corrente,Conta Corrente,2026-06-17,1648.91,2026-06-14,10:35:00,Pix indevido,CC100212,Varejo,Online,50,Sudeste,ES,,
12309875414,,Conta Corrente,Conta Corrente,2026-01-02,287.39,2025-12-30,23:53:00,Boleto falso,CC100295,Personnalité,Online,25,Sudeste,RJ,,
04615789211,,Conta Corrente,Conta Corrente,2026-05-17,1259.03,2026-05-17,06:59:00,Pix indevido,CC100399,Personnalité,Online,18,Sul,RS,,
74169023803,,Conta Corrente,Conta Corrente,2026-04-07,935.68,2026-04-06,14:00:00,Transferência não reconhecida,CC100251,Varejo,Online,23,Sudeste,RJ,,
79814630250,,Conta Corrente,Conta Corrente,2026-05-13,2372.51,2026-05-13,08:22:00,Boleto falso,CC100427,Personnalité,Online,49,Sudeste,MG,,
45980612785,,Conta Corrente,Conta Corrente,2026-01-07,547.41,2026-01-05,01:43:00,Transferência não reconhecida,CC100400,Uniclass,Online,32,Nordeste,RN,,
72634098103,,Conta Corrente,Conta Corrente,2026-04-13,2304.3,2026-04-12,11:31:00,Transferência não reconhecida,CC100303,Uniclass,Online,28,Sudeste,SP,,
27816049501,,Conta Corrente,Conta Corrente,2026-01-06,1031.6,2026-01-05,07:04:00,Boleto falso,CC100350,Varejo,Online,56,Nordeste,CE,,
54781239609,,Conta Corrente,Conta Corrente,2026-05-25,235.21,2026-05-24,23:17:00,Boleto falso,CC100269,Varejo,Online,55,Norte,PA,,
59730864101,,Conta Corrente,Conta Corrente,2026-06-16,1282.84,2026-06-16,20:08:00,Transferência não reconhecida,CC100201,Varejo,Online,73,Sudeste,RJ,,
18476930240,,Conta Corrente,Conta Corrente,2026-02-08,1496.84,2026-02-06,16:33:00,Pix indevido,CC100161,Varejo,Online,39,Centro-Oeste,DF,,
82953416773,4355171483220814,Cartão,Conta Corrente,2026-05-02,1319.96,2026-05-02,01:57:41,Compra não reconhecida,TK100043,Uniclass,Online,43,Nordeste,PE,Loja Online X,PagSeguro
61789230403,,Conta Corrente,Conta Corrente,2026-02-28,2397.65,2026-02-27,22:20:00,Transferência não reconhecida,CC100217,Personnalité,Online,46,Norte,PA,,
08934271523,,Conta Corrente,Conta Corrente,2026-01-17,290.51,2026-01-16,23:46:00,Transferência não reconhecida,CC100190,Personnalité,Online,56,Centro-Oeste,MS,,
46718293555,,Conta Corrente,Conta Corrente,2026-04-12,907.98,2026-04-10,00:34:00,Boleto falso,CC100309,Private,Online,45,Sul,RS,,
86972150485,,Conta Corrente,Conta Corrente,2026-02-18,346.64,2026-02-16,05:27:00,Pix indevido,CC100259,Uniclass,Online,48,Sudeste,SP,,
38129065703,4569658988504585,Cartão,Conta Corrente,2026-01-18,1366.93,2026-01-16,06:08:31,Phishing,TK100105,Personnalité,Online,21,Sudeste,ES,Eletrônicos Y,Rede
42897051620,4564996120411746,Cartão,Conta Corrente,2026-05-03,442.92,2026-05-01,22:05:38,Compra não reconhecida,TK100053,Personnalité,Online,40,Sudeste,ES,Loja Online X,Cielo
04289715397,4601386350788097,Cartão,Conta Corrente,2026-05-13,1189.41,2026-05-10,01:13:58,Phishing,TK100001,Personnalité,Online,18,Sudeste,SP,PlayStation,Cielo
43872051997,,Conta Corrente,Conta Corrente,2026-06-04,1778.64,2026-06-02,16:25:00,Boleto falso,CC100422,Varejo,Online,60,Sudeste,ES,,
87659421085,4932572722849047,Cartão,Conta Corrente,2026-04-06,594.53,2026-04-04,06:50:14,Compra não reconhecida,TK100049,Personnalité,Online,53,Sudeste,MG,Steam,Stone
10684739593,4116192190180054,Cartão,Conta Corrente,2026-03-15,1335.39,2026-03-12,06:30:29,Compra não reconhecida,TK100080,Uniclass,Online,35,Sudeste,SP,Eletrônicos Y,Stone
89042376104,,Conta Corrente,Conta Corrente,2026-06-10,2045.95,2026-06-07,05:32:00,Pix indevido,CC100205,Varejo,Online,31,Nordeste,PE,,
62104759307,4979191611014514,Cartão,Conta Corrente,2026-01-24,1758.86,2026-01-22,02:34:00,Phishing,TK100034,Personnalité,Online,18,Sudeste,RJ,Eletrônicos Y,Cielo
17862409396,,Conta Corrente,Conta Corrente,2026-04-22,1501.03,2026-04-20,09:25:00,Boleto falso,CC100263,Uniclass,Online,69,Norte,PA,,
37512609434,,Conta Corrente,Conta Corrente,2026-04-12,860.53,2026-04-09,05:37:00,Boleto falso,CC100366,Varejo,Online,18,Sudeste,SP,,
94718230560,4325683047099979,Cartão,Conta Corrente,2026-01-23,805.12,2026-01-20,03:36:17,Compra não reconhecida,TK100091,Varejo,Online,46,Sudeste,SP,Steam,Rede
10394567234,,Conta Corrente,Conta Corrente,2026-05-02,1916.28,2026-04-30,07:04:00,Boleto falso,CC100339,Personnalité,Online,31,Sudeste,SP,,
23506871986,4731706588729265,Cartão,Conta Corrente,2026-04-09,1629.13,2026-04-06,04:15:10,Compra não reconhecida,TK100052,Personnalité,Online,60,Sudeste,SP,Steam,Stone
45980612785,,Conta Corrente,Conta Corrente,2026-03-31,2073.55,2026-03-30,12:20:00,Pix indevido,CC100345,Uniclass,Online,32,Nordeste,RN,,
12439786519,,Conta Corrente,Conta Corrente,2026-01-20,857.42,2026-01-17,21:23:00,Transferência não reconhecida,CC100264,Varejo,Online,27,Sul,SC,,
71634059875,,Conta Corrente,Conta Corrente,2026-02-06,2012.49,2026-02-03,23:48:00,Boleto falso,CC100241,Uniclass,Online,41,Sudeste,RJ,,
38562947164,4818078493792135,Cartão,Conta Corrente,2026-03-18,1507.05,2026-03-18,01:50:00,Cartão clonado,TK100013,Varejo,Online,32,Nordeste,PB,Steam,PagSeguro
59640712361,,Conta Corrente,Conta Corrente,2026-03-24,1375.59,2026-03-23,15:25:00,Boleto falso,CC100315,Private,Online,47,Sudeste,SP,,
16290457802,4945590950604986,Cartão,Conta Corrente,2026-04-07,1652.28,2026-04-06,06:36:55,Engenharia social,TK100088,Varejo,Online,41,Sudeste,SP,Steam,Getnet
19864732013,,Conta Corrente,Conta Corrente,2026-05-03,1514.38,2026-05-01,12:32:00,Boleto falso,CC100273,Personnalité,Online,18,Nordeste,PE,,
32459876173,,Conta Corrente,Conta Corrente,2026-01-09,2316.45,2026-01-06,16:01:00,Pix indevido,CC100166,Personnalité,Online,28,Norte,PA,,
30862145708,,Conta Corrente,Conta Corrente,2026-04-19,2419.03,2026-04-19,14:33:00,Transferência não reconhecida,CC100328,Personnalité,Online,26,Sudeste,ES,,
02947156811,,Conta Corrente,Conta Corrente,2026-01-11,2008.19,2026-01-10,21:42:00,Transferência não reconhecida,CC100430,Private,Online,18,Sudeste,ES,,
07139426813,,Conta Corrente,Conta Corrente,2026-01-11,67.37,2026-01-08,07:51:00,Pix indevido,CC100134,Varejo,Online,35,Nordeste,RN,,
18346970269,,Conta Corrente,Conta Corrente,2026-05-09,2326.51,2026-05-08,14:04:00,Transferência não reconhecida,CC100306,Personnalité,Online,18,Sul,SC,,
92034571606,,Conta Corrente,Conta Corrente,2026-06-01,1050.45,2026-05-29,02:55:00,Boleto falso,CC100420,Uniclass,Online,68,Sudeste,RJ,,
42510869370,,Conta Corrente,Conta Corrente,2026-05-30,144.03,2026-05-29,19:53:00,Transferência não reconhecida,CC100319,Uniclass,Online,50,Nordeste,PE,,
17083465975,,Conta Corrente,Conta Corrente,2026-01-18,844.26,2026-01-16,22:59:00,Boleto falso,CC100243,Private,Online,42,Centro-Oeste,MT,,
07648329131,4236082606437992,Cartão,Conta Corrente,2026-01-16,1159.22,2026-01-14,03:14:58,Cartão clonado,TK100054,Varejo,Online,46,Nordeste,CE,Mercado Livre,Getnet
64783921555,,Conta Corrente,Conta Corrente,2026-05-18,1962.28,2026-05-18,21:08:00,Pix indevido,CC100363,Varejo,Online,18,Sudeste,SP,,
62107439869,4278622095620974,Cartão,Conta Corrente,2026-03-16,540.35,2026-03-14,23:01:02,Engenharia social,TK100050,Uniclass,Online,18,Sul,RS,Eletrônicos Y,Getnet
04329765829,,Conta Corrente,Conta Corrente,2026-02-12,1675.9,2026-02-10,00:18:00,Boleto falso,CC100174,Uniclass,Online,59,Nordeste,BA,,
56839047148,,Conta Corrente,Conta Corrente,2026-03-13,1440.7,2026-03-10,00:39:00,Pix indevido,CC100189,Varejo,Online,39,Centro-Oeste,MS,,
74628531080,,Conta Corrente,Conta Corrente,2026-03-11,2466.73,2026-03-11,21:06:00,Transferência não reconhecida,CC100434,Varejo,Online,51,Sudeste,RJ,,
89042376104,,Conta Corrente,Conta Corrente,2026-03-27,426.12,2026-03-27,20:05:00,Transferência não reconhecida,CC100187,Varejo,Online,31,Nordeste,PE,,
75284690338,,Conta Corrente,Conta Corrente,2026-02-21,176.14,2026-02-20,16:42:00,Transferência não reconhecida,CC100169,Personnalité,Online,51,Sul,RS,,
58369124089,4272690397322785,Cartão,Conta Corrente,2026-04-12,1399.76,2026-04-09,05:33:52,Compra não reconhecida,TK100058,Varejo,Online,49,Sudeste,ES,PlayStation,Getnet
18627493022,4355276226901057,Cartão,Conta Corrente,2026-02-24,1560.66,2026-02-22,04:22:09,Engenharia social,TK100048,Varejo,Online,43,Sudeste,RJ,Eletrônicos Y,Cielo
48936517066,,Conta Corrente,Conta Corrente,2026-05-05,1879.17,2026-05-03,21:26:00,Boleto falso,CC100344,Varejo,Online,18,Sudeste,ES,,
57824096149,,Conta Corrente,Conta Corrente,2026-05-18,417.14,2026-05-15,08:28:00,Transferência não reconhecida,CC100235,Uniclass,Online,47,Sudeste,ES,,
25743168946,,Conta Corrente,Conta Corrente,2026-06-13,1915.03,2026-06-13,14:42:00,Boleto falso,CC100252,Uniclass,Online,19,Sudeste,ES,,
59831207602,4162854642627904,Cartão,Conta Corrente,2026-01-18,769.91,2026-01-18,03:39:28,Cartão clonado,TK100021,Varejo,Online,26,Centro-Oeste,MS,Eletrônicos Y,Getnet
02947156811,,Conta Corrente,Conta Corrente,2026-01-11,1835.39,2026-01-09,02:59:00,Pix indevido,CC100313,Private,Online,18,Sudeste,ES,,
12853796086,,Conta Corrente,Conta Corrente,2026-02-01,766.18,2026-01-30,08:30:00,Pix indevido,CC100160,Private,Online,50,Sudeste,SP,,
07915683268,,Conta Corrente,Conta Corrente,2026-06-27,1595.01,2026-06-25,21:46:00,Pix indevido,CC100276,Uniclass,Online,30,Sudeste,SP,,
80621549398,,Conta Corrente,Conta Corrente,2026-03-05,1406.24,2026-03-04,13:03:00,Pix indevido,CC100191,Varejo,Online,74,Nordeste,BA,,
86917340510,,Conta Corrente,Conta Corrente,2026-03-19,2126.95,2026-03-18,19:39:00,Boleto falso,CC100385,Personnalité,Online,25,Sudeste,MG,,
72083615417,,Conta Corrente,Conta Corrente,2026-05-18,1994.08,2026-05-17,01:58:00,Pix indevido,CC100293,Varejo,Online,36,Sul,RS,,
31280479523,,Conta Corrente,Conta Corrente,2026-02-23,876.74,2026-02-23,00:22:00,Boleto falso,CC100413,Personnalité,Online,43,Nordeste,RN,,
65238904142,,Conta Corrente,Conta Corrente,2026-05-04,1362.87,2026-05-01,15:07:00,Boleto falso,CC100343,Varejo,Online,23,Sudeste,ES,,
40628957149,,Conta Corrente,Conta Corrente,2026-03-02,1546.06,2026-02-27,14:16:00,Boleto falso,CC100257,Varejo,Online,37,Norte,PA,,
91375026461,,Conta Corrente,Conta Corrente,2026-03-23,2287.44,2026-03-20,01:41:00,Boleto falso,CC100308,Private,Online,60,Sul,PR,,
85679102420,,Conta Corrente,Conta Corrente,2026-05-20,815.63,2026-05-19,19:05:00,Transferência não reconhecida,CC100149,Varejo,Online,26,Nordeste,RN,,
86579302429,,Conta Corrente,Conta Corrente,2026-01-07,1968.87,2026-01-07,17:40:00,Boleto falso,CC100130,Uniclass,Online,34,Sul,PR,,
92147053643,,Conta Corrente,Conta Corrente,2026-04-18,1744.11,2026-04-18,23:29:00,Pix indevido,CC100151,Personnalité,Online,30,Nordeste,PE,,
32506189424,,Conta Corrente,Conta Corrente,2026-02-26,2007.08,2026-02-24,10:39:00,Transferência não reconhecida,CC100359,Uniclass,Online,49,Norte,PA,,
29387450104,4538931288856458,Cartão,Conta Corrente,2026-04-02,1490.99,2026-04-02,02:05:18,Compra não reconhecida,TK100099,Private,Online,20,Sudeste,ES,Mercado Livre,Stone
86235097140,,Conta Corrente,Conta Corrente,2026-05-22,2194.05,2026-05-22,16:22:00,Transferência não reconhecida,CC100372,Uniclass,Online,54,Sudeste,RJ,,
93167824573,4605347880128478,Cartão,Conta Corrente,2026-06-22,664.06,2026-06-19,05:30:55,Cartão clonado,TK100087,Varejo,Online,38,Sudeste,ES,Loja Online X,Stone
95071826321,,Conta Corrente,Conta Corrente,2026-02-08,1783.73,2026-02-07,05:26:00,Boleto falso,CC100330,Varejo,Online,64,Sudeste,MG,,
61789230403,,Conta Corrente,Conta Corrente,2026-06-02,1494.59,2026-06-01,09:43:00,Pix indevido,CC100214,Personnalité,Online,46,Norte,PA,,
32745601890,,Conta Corrente,Conta Corrente,2026-02-14,1267.7,2026-02-13,13:25:00,Transferência não reconhecida,CC100121,Varejo,Online,53,Sul,SC,,
54970613893,,Conta Corrente,Conta Corrente,2026-06-15,288.28,2026-06-12,13:42:00,Transferência não reconhecida,CC100437,Varejo,Online,67,Nordeste,RN,,
53874291600,4383472186551952,Cartão,Conta Corrente,2026-07-01,814.93,2026-06-29,23:34:01,Compra não reconhecida,TK100020,Varejo,Online,27,Sudeste,ES,Eletrônicos Y,Rede
35184760920,,Conta Corrente,Conta Corrente,2026-06-15,72.0,2026-06-13,09:54:00,Boleto falso,CC100188,Uniclass,Online,50,Nordeste,PB,,
49205873179,4387018593813693,Cartão,Conta Corrente,2026-06-21,1256.72,2026-06-18,04:47:35,Compra não reconhecida,TK100071,Uniclass,Online,33,Sul,RS,PlayStation,Stone
87329064122,4245106467998546,Cartão,Conta Corrente,2026-03-03,371.85,2026-03-02,22:37:07,Phishing,TK100106,Varejo,Online,52,Sul,SC,Mercado Livre,Stone
32697150803,,Conta Corrente,Conta Corrente,2026-06-08,2178.18,2026-06-06,21:40:00,Boleto falso,CC100270,Personnalité,Online,40,Sul,SC,,
93486750283,,Conta Corrente,Conta Corrente,2026-03-17,2463.16,2026-03-17,02:27:00,Pix indevido,CC100348,Uniclass,Online,42,Centro-Oeste,MT,,
68732149069,,Conta Corrente,Conta Corrente,2026-02-19,1470.66,2026-02-19,14:00:00,Boleto falso,CC100435,Varejo,Online,39,Nordeste,CE,,
94287156382,4990469244288784,Cartão,Conta Corrente,2026-02-02,971.34,2026-01-31,22:08:10,Cartão clonado,TK100102,Varejo,Online,26,Sudeste,MG,Loja Online X,PagSeguro
95246381005,,Conta Corrente,Conta Corrente,2026-05-01,675.64,2026-04-30,22:16:00,Pix indevido,CC100331 ,Varejo,Online,43,Sudeste,RJ,,
83590246774,,Conta Corrente,Conta Corrente,2026-06-21,1411.26,2026-06-18,08:59:00,Pix indevido,CC100258 ,Personnalité,Online,28,Sudeste,SP,,
87254103932,,Conta Corrente,Conta Corrente,2026-01-20,1404.99,2026-01-19,20:35:00,Pix indevido,CC100280 ,Varejo,Online,36,Sudeste,SP,,
96742130580,,Conta Corrente,Conta Corrente,2026-04-16,352.91,2026-04-13,13:22:00,Boleto falso,CC100380 ,Varejo,Online,18,Centro-Oeste,DF,,
79814630250,,Conta Corrente,Conta Corrente,2026-05-13,2372.51,2026-05-13,08:22:00,Boleto falso,CC100427 ,Personnalité,Online,49,Sudeste,MG,,
96503217803,,Conta Corrente,Conta Corrente,2026-03-29,455.42,2026-03-26,09:08:00,Transferência não reconhecida,CC100164 ,Uniclass,Online,44,Sudeste,SP,,
10975368400,4800964596683270,Cartão,Conta Corrente,2026-03-21,1776.01,2026-03-17,23:11:47,Compra não reconhecida,TK100068 ,Personnalité,Online,31,Sudeste,MG,Eletrônicos Y,PagSeguro
32459876173,,Conta Corrente,Conta Corrente,2026-05-04,121.77,2026-05-01,02:27:00,Pix indevido,CC100182 ,Personnalité,Online,28,Norte,PA,,
83961254060,4490705480783542,Cartão,Conta Corrente,2026-03-12,1297.83,2026-03-09,03:41:57,Compra não reconhecida,TK100060 ,Personnalité,Online,58,Nordeste,PE,Steam,Cielo
64051873900,,Conta Corrente,Conta Corrente,2026-06-14,219.81,2026-06-14,13:48:00,Transferência não reconhecida,CC100341 ,Varejo,Online,42,Sudeste,ES,,
46718293555,,Conta Corrente,Conta Corrente,2026-06-30,2077.04,2026-06-30,11:01:00,Boleto falso,CC100271 ,Private,Online,45,Sul,RS,,
21953647006,4313256660110477,Cartão,Conta Corrente,2026-03-25,947.9,2026-03-22,06:52:46,Cartão clonado,TK100109 ,Varejo,Online,37,Centro-Oeste,DF,Mercado Livre,Getnet
51208347608,,Conta Corrente,Conta Corrente,2026-04-08,2408.28,2026-04-06,11:03:00,Pix indevido,CC100299 ,Personnalité,Online,29,Sul,SC,,
80621549398,,Conta Corrente,Conta Corrente,2026-03-05,1406.24,2026-03-04,13:03:00,Pix indevido,CC100191 ,Varejo,Online,74,Nordeste,BA,,
86204713922,4731715789406241,Cartão,Conta Corrente,2026-06-14,365.53,2026-06-13,23:59:51,Engenharia social,TK100006 ,Personnalité,Online,29,Nordeste,BA,Steam,PagSeguro
64783921555,,Conta Corrente,Conta Corrente,2026-05-18,1962.28,2026-05-18,21:08:00,Pix indevido,CC100363 ,Varejo,Online,18,Sudeste,SP,,
16290457802,4945590950604986,Cartão,Conta Corrente,2026-04-07,1652.28,2026-04-06,06:36:55,Engenharia social,TK100088 ,Varejo,Online,41,Sudeste,SP,Steam,Getnet
80734621507,,Conta Corrente,Conta Corrente,2026-04-26,2397.86,2026-04-25,11:23:00,Pix indevido,CC100207 ,Uniclass,Online,36,Sudeste,MG,,
