cpf_em_texto_14,cartao_mascarado,data,hora,valor,estabelecimento,ramo,tipo_transacao,adquirente,status
249.670.518-20,439530******4601,2026-06-23,05:43:30,135.34,Raia,Farmácia,Presencial,Getnet,Aprovada
975.830.426-74,429776******2910,2026-04-30,17:10:47,17.5,iFood,Alimentação,Presencial,Rede,Aprovada
928.104.375-05,455662******1974,2026-05-05,23:46:45,44.74,Pão de Açúcar,Supermercado,Online,Stone,Aprovada
908.576.423-83,481136******7742,2026-01-09,16:58:39,16.35,Google,Tecnologia,Online,PagSeguro,Aprovada
760.195.483-84,417972******5493,2026-02-02,23:38:38,30.75,Decathlon,Esportes,Presencial,Rede,Aprovada
178.062.954-02,423830******7560,2026-04-07,08:32:30,140.06,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
324.795.108-32,474090******8554,2026-04-30,14:25:15,46.52,Mercado Livre,E-commerce,Online,Cielo,Aprovada
487.205.319-23,486225******5926,2026-03-18,22:40:35,76.78,Decathlon,Esportes,Presencial,Cielo,Aprovada
159.248.073-04,420020******1944,2026-05-29,08:37:01,26.13,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
416.538.209-42,413762******3513,2026-02-22,15:26:27,32.44,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
268.741.039-03,485252******6022,2026-02-02,15:03:19,16.51,PlayStation,Games,Presencial,Rede,Aprovada
430.796.528-00,491577******3291,2026-02-15,03:30:36,35.16,Raia,Farmácia,Presencial,Stone,Aprovada
164.752.089-49,431413******3776,2026-06-16,19:31:59,72.29,Booking,Viagens,Presencial,Getnet,Negada
623.471.590-70,400289******6466,2026-02-21,04:45:16,29.08,Google,Tecnologia,Presencial,Getnet,Aprovada
645.830.927-92,486855******3345,2026-01-10,03:23:42,38.34,Drogasil,Farmácia,Presencial,Getnet,Aprovada
952.014.783-79,461210******2404,2026-02-11,01:13:46,33.41,Booking,Viagens,Presencial,Cielo,Aprovada
386.501.742-80,476180******0209,2026-04-26,11:42:58,58.06,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
629.714.530-06,444738******6595,2026-01-28,20:24:56,18.24,Booking,Viagens,Presencial,Stone,Aprovada
985.371.246-64,422101******6493,2026-03-20,15:50:49,26.64,Apple,Tecnologia,Online,PagSeguro,Aprovada
729.810.635-02,417745******3591,2026-06-09,03:00:16,41.17,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
984.035.721-23,490683******8204,2026-06-30,09:27:38,42.97,Google,Tecnologia,Presencial,PagSeguro,Aprovada
561.347.209-25,445831******4781,2026-04-10,03:11:53,44.13,Steam,Games,Presencial,PagSeguro,Aprovada
632.791.084-03,451425******1415,2026-01-24,20:05:13,19.78,iFood,Alimentação,Presencial,Getnet,Aprovada
714.230.896-69,478981******3509,2026-05-17,13:28:08,19.79,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
164.752.089-49,431413******3776,2026-05-29,13:30:21,97.92,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
198.472.503-32,458901******6390,2026-01-05,19:22:42,43.45,Loja Online X,E-commerce,Presencial,Rede,Aprovada
309.825.741-50,422272******4189,2026-06-18,09:42:16,24.09,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
891.573.402-50,445417******1993,2026-01-20,01:23:54,42.58,Carrefour,Supermercado,Online,PagSeguro,Aprovada
947.182.305-60,432568******9979,2026-05-02,20:52:49,41.53,Eletrônicos Y,Tecnologia,Online,Stone,Aprovada
137.208.596-30,462833******3904,2026-04-16,04:30:14,36.58,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
679.213.458-91,434634******8615,2026-01-10,04:00:57,137.27,Amazon BR,E-commerce,Presencial,Stone,Aprovada
206.159.438-70,497603******7587,2026-02-12,06:05:23,100.02,Decathlon,Esportes,Presencial,Rede,Aprovada
487.205.319-23,486225******5926,2026-06-07,08:45:33,36.25,iFood,Alimentação,Presencial,Cielo,Aprovada
791.054.826-58,470161******3727,2026-02-07,03:42:33,133.48,Drogasil,Farmácia,Presencial,Rede,Aprovada
234.501.986-70,457121******1843,2026-03-13,00:59:59,119.89,Uber,Mobilidade,Presencial,Rede,Aprovada
239.618.045-24,407208******3791,2026-01-21,01:59:47,20.09,Google,Tecnologia,Presencial,PagSeguro,Aprovada
728.165.043-44,455867******8320,2026-01-10,17:12:21,37.27,Netshoes,Varejo,Online,Getnet,Aprovada
340.957.812-97,400762******9255,2026-02-14,01:55:30,75.92,Uber,Mobilidade,Presencial,Rede,Aprovada
958.402.167-20,408920******1623,2026-01-14,09:23:49,49.49,Uber,Mobilidade,Presencial,Getnet,Aprovada
541.820.639-70,409538******8354,2026-04-25,06:20:10,38.77,Decathlon,Esportes,Presencial,Cielo,Aprovada
967.025.318-77,466994******6137,2026-04-11,04:10:03,42.49,LATAM,Viagens,Presencial,PagSeguro,Aprovada
741.690.238-03,470966******3656,2026-04-15,22:11:41,21.22,Raia,Farmácia,Presencial,Stone,Aprovada
721.943.850-88,424533******0697,2026-03-03,18:49:44,25.39,Drogasil,Farmácia,Presencial,Stone,Aprovada
597.308.641-01,403629******9153,2026-04-21,17:42:44,45.61,Shell,Combustível,Online,Cielo,Negada
473.602.815-71,418525******2169,2026-06-14,05:24:36,54.13,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
430.569.281-33,473743******0018,2026-03-20,05:12:34,33.76,Loja Online X,E-commerce,Online,Rede,Aprovada
103.628.947-87,478603******4372,2026-03-31,23:11:25,23.88,Drogasil,Farmácia,Presencial,Rede,Aprovada
728.165.043-44,455867******8320,2026-05-02,09:04:44,39.87,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
268.741.039-03,485252******6022,2026-04-25,07:07:40,57.82,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
852.479.301-50,447248******2099,2026-01-05,01:07:49,57.31,Steam,Games,Online,Rede,Aprovada
082.356.974-83,411928******7000,2026-04-09,01:18:10,65.26,Pão de Açúcar,Supermercado,Online,Stone,Aprovada
473.928.105-88,439176******3924,2026-01-25,18:08:57,43.34,Steam,Games,Presencial,Rede,Aprovada
510.983.742-23,462864******9743,2026-06-19,09:35:37,48.88,Mercado Livre,E-commerce,Online,PagSeguro,Aprovada
754.619.830-57,425247******0055,2026-01-30,13:56:51,87.18,Eletrônicos Y,Tecnologia,Online,Rede,Aprovada
467.983.051-48,418762******3071,2026-04-03,15:16:20,81.07,Raia,Farmácia,Presencial,Cielo,Aprovada
043.297.658-29,469234******5273,2026-03-21,10:58:16,75.31,Decathlon,Esportes,Presencial,Getnet,Aprovada
032.719.654-80,446080******4008,2026-02-23,19:26:26,20.99,Mercado Livre,E-commerce,Presencial,Rede,Aprovada
049.267.813-87,473983******0186,2026-03-11,02:14:23,19.89,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
425.108.693-70,411659******2799,2026-04-27,22:24:00,36.06,Steam,Games,Presencial,Rede,Aprovada
395.267.148-73,451753******6263,2026-05-08,02:15:28,72.64,Booking,Viagens,Online,PagSeguro,Aprovada
217.603.859-21,455441******6089,2026-05-11,08:55:55,24.31,iFood,Alimentação,Presencial,PagSeguro,Aprovada
647.839.215-55,424870******4238,2026-03-17,21:48:11,32.75,Mercado Livre,E-commerce,Presencial,Getnet,Aprovada
497.853.126-82,430652******7256,2026-03-06,09:22:21,41.02,Shell,Combustível,Presencial,Cielo,Aprovada
759.146.238-55,464406******1018,2026-04-17,04:05:29,111.08,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
061.325.497-06,491556******1671,2026-02-08,07:49:18,35.48,Loja Online X,E-commerce,Presencial,Stone,Aprovada
631.245.870-90,469255******0073,2026-02-28,07:05:25,22.78,PlayStation,Games,Presencial,PagSeguro,Aprovada
364.821.579-55,488716******3161,2026-03-12,07:52:16,14.26,Drogasil,Farmácia,Presencial,PagSeguro,Aprovada
586.479.312-46,499977******8966,2026-05-21,12:48:47,41.99,Shell,Combustível,Online,PagSeguro,Negada
805.914.732-32,417898******5990,2026-03-04,10:47:48,13.84,Shell,Combustível,Presencial,Cielo,Aprovada
351.847.609-20,401088******4720,2026-01-28,20:16:53,31.27,Drogasil,Farmácia,Presencial,Stone,Aprovada
042.897.153-97,460138******8097,2026-04-15,16:50:24,38.93,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
501.326.879-68,498763******1256,2026-01-03,18:12:41,53.19,Netshoes,Varejo,Presencial,Stone,Aprovada
512.436.870-53,454251******5454,2026-03-26,07:56:19,66.66,Amazon BR,E-commerce,Presencial,Cielo,Aprovada
269.087.153-02,493492******5332,2026-04-20,02:41:14,34.33,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
918.425.067-49,497283******9994,2026-06-13,08:29:16,18.1,Amazon BR,E-commerce,Presencial,Rede,Aprovada
095.826.347-74,485875******4268,2026-03-31,12:04:10,14.44,Amazon BR,E-commerce,Presencial,Stone,Aprovada
537.428.190-97,453898******4144,2026-02-19,00:20:49,62.72,Spotify,Assinaturas,Presencial,Rede,Aprovada
395.267.148-73,451753******6263,2026-05-25,19:44:33,20.92,Renner,Varejo,Presencial,Stone,Aprovada
430.796.528-00,491577******3291,2026-01-05,15:13:46,31.07,Uber,Mobilidade,Presencial,PagSeguro,Negada
529.816.043-33,485962******6739,2026-03-25,21:44:17,30.92,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
629.714.530-06,444738******6595,2026-04-29,05:05:50,29.84,Renner,Varejo,Online,Rede,Aprovada
435.176.280-26,485033******0291,2026-05-07,15:41:57,39.42,Raia,Farmácia,Presencial,Getnet,Aprovada
862.350.971-40,465761******2831,2026-02-02,13:30:52,26.34,Steam,Games,Presencial,Rede,Aprovada
537.428.190-97,453898******4144,2026-02-18,02:59:11,14.82,Steam,Games,Presencial,PagSeguro,Aprovada
978.601.235-68,449095******8080,2026-06-27,01:58:44,39.72,Shell,Combustível,Presencial,Cielo,Aprovada
108.395.726-03,451196******4254,2026-01-27,00:59:07,47.54,Raia,Farmácia,Online,Cielo,Aprovada
349.018.625-70,485107******0337,2026-06-02,08:44:00,66.91,Decathlon,Esportes,Online,Cielo,Aprovada
468.729.051-58,430502******5702,2026-02-15,17:45:44,33.02,Shell,Combustível,Presencial,PagSeguro,Aprovada
970.514.623-34,436993******5871,2026-03-23,17:52:13,21.88,iFood,Alimentação,Online,Rede,Aprovada
079.156.832-68,488866******3019,2026-06-19,10:58:18,38.72,Renner,Varejo,Presencial,Getnet,Aprovada
138.947.650-20,470644******1855,2026-03-02,05:06:38,28.86,Shell,Combustível,Presencial,Stone,Aprovada
750.981.326-30,458687******0791,2026-02-14,20:12:45,97.69,Spotify,Assinaturas,Presencial,Getnet,Negada
764.823.195-64,476276******1040,2026-01-11,06:44:43,50.93,Renner,Varejo,Presencial,Rede,Aprovada
031.849.625-98,462477******5032,2026-06-07,18:32:16,75.06,Google,Tecnologia,Presencial,Rede,Aprovada
102.365.489-05,446780******6707,2026-02-26,08:37:58,52.5,Magalu,Varejo,Presencial,Getnet,Aprovada
612.709.543-34,406966******0050,2026-02-02,13:46:00,29.61,Netshoes,Varejo,Presencial,Rede,Aprovada
210.587.639-03,431851******5273,2026-04-10,21:53:21,35.13,Steam,Games,Presencial,Getnet,Aprovada
560.819.243-51,439172******2010,2026-03-25,18:58:02,14.54,LATAM,Viagens,Presencial,Stone,Aprovada
671.398.025-21,497506******8662,2026-05-18,08:17:16,61.99,Decathlon,Esportes,Presencial,Cielo,Aprovada
027.685.314-80,498962******5390,2026-02-28,20:52:35,57.72,Spotify,Assinaturas,Presencial,Stone,Aprovada
345.602.871-71,429907******9833,2026-03-22,00:31:11,24.11,LATAM,Viagens,Presencial,PagSeguro,Aprovada
198.472.503-32,458901******6390,2026-06-16,03:24:20,11.85,Raia,Farmácia,Presencial,Rede,Aprovada
274.698.510-11,433774******7791,2026-06-23,19:55:40,22.33,Eletrônicos Y,Tecnologia,Presencial,Rede,Aprovada
203.187.956-12,455351******0445,2026-06-23,12:28:37,58.73,Drogasil,Farmácia,Online,Getnet,Aprovada
290.453.167-06,478641******5747,2026-06-25,22:51:54,29.31,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
278.160.495-01,484417******4319,2026-05-21,09:13:34,71.2,Renner,Varejo,Presencial,PagSeguro,Aprovada
421.956.708-94,448490******5914,2026-03-31,22:33:24,14.15,Shell,Combustível,Presencial,Getnet,Aprovada
534.196.820-42,411359******4146,2026-05-23,22:20:23,28.23,Uber,Mobilidade,Presencial,Cielo,Aprovada
253.946.017-80,499174******9046,2026-03-17,01:34:38,14.76,Pão de Açúcar,Supermercado,Online,Rede,Aprovada
985.216.734-00,494763******5448,2026-03-26,18:45:30,66.96,PlayStation,Games,Presencial,Getnet,Aprovada
047.982.163-13,450205******3451,2026-06-12,00:01:10,81.35,Decathlon,Esportes,Presencial,Getnet,Aprovada
732.495.810-97,445714******7012,2026-03-20,22:49:44,110.97,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
138.250.946-42,490323******0666,2026-02-07,13:07:10,31.07,iFood,Alimentação,Online,Getnet,Aprovada
485.312.607-44,402277******1299,2026-01-04,23:14:40,20.57,Netshoes,Varejo,Online,Stone,Aprovada
930.461.872-03,449732******3379,2026-02-18,16:55:19,15.88,Amazon BR,E-commerce,Presencial,Cielo,Aprovada
971.034.625-34,423395******4043,2026-01-17,14:01:55,28.93,Raia,Farmácia,Online,PagSeguro,Aprovada
856.791.024-20,457785******3984,2026-06-26,15:28:29,35.07,iFood,Alimentação,Presencial,Rede,Aprovada
632.947.580-65,430030******1828,2026-04-17,10:19:40,11.2,Google,Tecnologia,Presencial,Stone,Aprovada
871.594.306-20,494388******5807,2026-01-14,11:25:57,17.2,Spotify,Assinaturas,Presencial,Cielo,Aprovada
248.350.619-42,449550******7444,2026-03-04,10:54:49,48.62,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
673.589.402-29,495263******3496,2026-06-09,09:38:51,28.78,Loja Online X,E-commerce,Presencial,PagSeguro,Aprovada
375.924.810-14,410175******3952,2026-01-02,19:10:28,19.48,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
489.365.170-66,433288******6518,2026-04-04,04:59:38,104.91,Renner,Varejo,Presencial,Cielo,Aprovada
287.065.194-58,408983******7356,2026-05-05,20:42:25,17.7,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
651.482.079-49,479211******0060,2026-05-15,02:00:02,35.46,LATAM,Viagens,Online,Getnet,Aprovada
037.914.528-60,408484******7676,2026-03-07,14:16:24,13.84,Loja Online X,E-commerce,Presencial,Rede,Aprovada
583.691.240-89,427269******2785,2026-06-18,11:04:05,37.02,Shell,Combustível,Online,Stone,Aprovada
253.160.874-53,451497******0219,2026-02-13,19:04:24,11.88,Steam,Games,Presencial,Rede,Aprovada
582.437.096-65,438225******8646,2026-06-23,08:33:20,53.96,PlayStation,Games,Online,Rede,Aprovada
189.354.276-91,443778******6691,2026-02-18,23:26:41,573.49,PlayStation,Games,Online,Getnet,Aprovada
290.756.183-95,489464******0020,2026-03-15,23:45:38,57.6,Booking,Viagens,Presencial,Getnet,Aprovada
125.369.470-25,463456******8872,2026-04-14,04:40:33,8.0,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
783.901.254-04,448487******8544,2026-03-02,00:34:32,46.36,Apple,Tecnologia,Presencial,Cielo,Aprovada
459.782.063-92,477405******0795,2026-04-28,20:29:37,39.93,Uber,Mobilidade,Online,Cielo,Aprovada
326.971.508-03,462287******4985,2026-02-03,01:30:24,57.96,Magalu,Varejo,Presencial,Stone,Aprovada
517.048.392-97,499262******6915,2026-03-01,21:16:30,84.41,Spotify,Assinaturas,Presencial,Stone,Aprovada
516.983.047-57,485554******6767,2026-06-05,12:55:11,46.59,LATAM,Viagens,Presencial,Rede,Aprovada
375.201.649-34,426302******1332,2026-05-12,15:18:09,40.85,Uber,Mobilidade,Presencial,Rede,Aprovada
840.592.731-04,490835******4585,2026-03-02,14:17:39,47.26,Amazon BR,E-commerce,Presencial,Cielo,Aprovada
043.297.658-29,469234******5273,2026-04-07,09:29:20,106.77,Shell,Combustível,Online,Rede,Aprovada
198.647.320-13,416084******2235,2026-02-02,10:57:21,8.5,Eletrônicos Y,Tecnologia,Online,Getnet,Aprovada
658.321.097-59,446258******5948,2026-03-01,16:10:03,18.88,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
612.709.543-34,406966******0050,2026-05-22,18:56:54,24.38,Netshoes,Varejo,Online,PagSeguro,Aprovada
527.861.490-02,435356******5492,2026-05-20,23:12:03,46.5,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
146.253.870-35,442293******3492,2026-01-08,01:13:56,38.24,Magalu,Varejo,Presencial,Cielo,Aprovada
365.987.124-91,415782******6653,2026-02-08,03:19:25,20.03,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
154.983.670-66,425726******7697,2026-06-12,12:57:37,82.15,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
192.765.308-86,486405******3181,2026-01-24,01:46:48,26.14,Raia,Farmácia,Presencial,Cielo,Aprovada
783.609.214-31,455988******0416,2026-04-03,13:00:36,83.25,Steam,Games,Online,Stone,Aprovada
801.654.923-33,453939******7154,2026-05-27,18:42:31,101.44,Booking,Viagens,Presencial,Getnet,Negada
934.867.502-83,405995******0824,2026-06-29,03:35:42,34.42,iFood,Alimentação,Online,Getnet,Aprovada
039.628.574-00,451726******7920,2026-01-11,15:48:40,56.02,LATAM,Viagens,Online,Stone,Aprovada
720.836.154-17,422997******4450,2026-03-14,21:13:34,52.62,LATAM,Viagens,Presencial,Getnet,Aprovada
735.948.612-28,453787******1916,2026-04-26,01:59:20,44.26,Google,Tecnologia,Presencial,Stone,Aprovada
497.853.102-05,491072******0658,2026-04-07,01:59:51,52.97,Raia,Farmácia,Presencial,Stone,Aprovada
124.397.865-19,430208******5052,2026-06-14,01:15:49,13.76,Uber,Mobilidade,Presencial,Getnet,Aprovada
430.981.572-32,446159******5806,2026-06-23,19:56:48,23.56,Spotify,Assinaturas,Presencial,Stone,Aprovada
831.046.725-71,419558******4082,2026-05-03,22:57:01,39.24,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
925.047.631-07,451974******3882,2026-02-03,13:53:14,18.78,LATAM,Viagens,Presencial,Stone,Aprovada
043.297.658-29,469234******5273,2026-01-12,05:18:55,24.24,Magalu,Varejo,Presencial,Rede,Aprovada
869.173.405-10,465205******2040,2026-02-03,17:44:19,56.39,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
652.894.071-11,421855******5847,2026-03-07,06:29:22,60.11,PlayStation,Games,Presencial,Stone,Aprovada
587.306.291-95,455095******8106,2026-01-15,20:14:23,44.15,Carrefour,Supermercado,Online,Rede,Aprovada
375.924.810-14,410175******3952,2026-04-17,10:13:22,42.19,Pão de Açúcar,Supermercado,Presencial,Getnet,Aprovada
812.963.570-40,405645******1611,2026-05-24,01:31:57,41.99,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
597.308.641-01,403629******9153,2026-01-22,23:41:45,49.07,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
734.510.826-08,421698******3577,2026-05-12,21:03:22,38.84,Magalu,Varejo,Presencial,Rede,Aprovada
964.327.810-78,490595******9649,2026-01-06,09:57:05,68.11,Google,Tecnologia,Online,PagSeguro,Aprovada
376.528.140-90,401029******8608,2026-02-09,02:42:13,48.71,Netshoes,Varejo,Presencial,Rede,Negada
103.945.672-34,412433******4743,2026-05-19,06:58:11,103.99,Magalu,Varejo,Presencial,PagSeguro,Aprovada
587.306.291-95,455095******8106,2026-01-08,07:16:25,12.74,Google,Tecnologia,Presencial,Cielo,Aprovada
827.046.391-40,444349******1483,2026-04-23,03:33:29,16.83,iFood,Alimentação,Presencial,Stone,Aprovada
670.423.198-69,475720******1136,2026-06-02,17:05:11,31.34,Netshoes,Varejo,Presencial,Cielo,Aprovada
241.309.678-78,404718******7306,2026-06-16,13:41:19,37.95,iFood,Alimentação,Presencial,Stone,Aprovada
487.205.319-23,486225******5926,2026-06-01,16:09:01,39.18,Google,Tecnologia,Online,Rede,Negada
416.587.293-82,481630******8253,2026-02-09,22:31:10,38.06,Amazon BR,E-commerce,Online,Cielo,Negada
510.293.847-97,490530******7699,2026-05-30,22:28:04,57.4,Apple,Tecnologia,Presencial,Stone,Negada
456.389.702-74,492921******3645,2026-02-26,11:22:07,64.58,Amazon BR,E-commerce,Presencial,Rede,Aprovada
236.480.719-04,490251******0569,2026-02-21,21:35:50,22.21,Uber,Mobilidade,Online,Getnet,Aprovada
465.790.821-94,409536******8943,2026-06-25,02:15:34,46.96,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
659.207.413-25,490510******8572,2026-05-18,20:43:35,23.16,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
375.126.094-34,425402******4142,2026-05-31,08:00:01,18.22,Netshoes,Varejo,Online,Rede,Aprovada
072.514.936-16,463239******0933,2026-02-27,03:57:27,30.32,Steam,Games,Presencial,Rede,Aprovada
715.436.928-00,449041******6827,2026-03-22,03:25:07,25.13,Shell,Combustível,Presencial,Cielo,Aprovada
275.916.083-12,441314******7017,2026-05-19,15:19:41,41.37,Steam,Games,Presencial,Rede,Aprovada
263.541.089-51,409188******9891,2026-05-24,01:04:43,119.0,Google,Tecnologia,Presencial,Stone,Aprovada
568.240.397-56,412163******7917,2026-02-06,20:39:11,18.11,Carrefour,Supermercado,Presencial,Rede,Aprovada
947.182.305-60,432568******9979,2026-05-23,20:33:36,24.55,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
763.952.418-00,462583******7287,2026-03-09,19:12:00,106.82,Eletrônicos Y,Tecnologia,Online,Rede,Aprovada
145.230.768-71,426104******1076,2026-05-12,13:07:05,62.84,Spotify,Assinaturas,Presencial,Cielo,Aprovada
357.621.809-21,471550******7893,2026-01-06,12:32:44,85.75,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
738.952.601-77,422058******3643,2026-01-01,13:40:28,21.34,Apple,Tecnologia,Presencial,Rede,Aprovada
839.067.241-31,420272******6422,2026-01-30,04:33:57,138.68,iFood,Alimentação,Online,Stone,Aprovada
402.756.918-02,444659******9193,2026-03-07,23:53:37,18.4,Renner,Varejo,Presencial,Stone,Aprovada
745.619.803-93,490644******3292,2026-04-01,07:08:14,23.39,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
561.289.703-03,467186******0726,2026-01-22,20:19:24,37.11,Mercado Livre,E-commerce,Online,Rede,Aprovada
678.243.950-65,420194******9962,2026-05-28,19:00:13,95.27,Shell,Combustível,Presencial,Getnet,Aprovada
324.567.190-34,420257******2238,2026-06-08,18:06:43,41.16,Carrefour,Supermercado,Presencial,Getnet,Aprovada
632.791.084-03,451425******1415,2026-04-05,00:25:32,98.64,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
582.437.096-65,438225******8646,2026-05-17,08:34:30,28.6,Uber,Mobilidade,Presencial,Getnet,Aprovada
634.150.879-48,407992******2998,2026-03-12,00:58:42,48.39,Google,Tecnologia,Presencial,Getnet,Aprovada
923.608.147-96,442914******8623,2026-01-07,05:12:04,39.72,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
293.874.501-04,453893******6458,2026-05-22,12:44:48,39.1,iFood,Alimentação,Presencial,Rede,Aprovada
619.487.250-02,414000******4726,2026-01-22,20:10:08,20.49,Netshoes,Varejo,Online,PagSeguro,Aprovada
347.982.560-56,478087******4524,2026-03-30,03:24:55,34.32,Renner,Varejo,Presencial,Getnet,Aprovada
845.769.102-30,451452******8623,2026-03-17,19:58:15,74.04,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
317.640.529-43,442966******7557,2026-05-20,02:28:02,39.57,Uber,Mobilidade,Presencial,Cielo,Negada
321.768.954-28,423300******9256,2026-05-10,21:40:16,32.25,Drogasil,Farmácia,Online,Stone,Aprovada
601.745.938-48,460522******8266,2026-05-18,05:44:34,37.06,Magalu,Varejo,Online,PagSeguro,Aprovada
159.462.307-43,467260******1866,2026-01-10,12:06:17,30.23,Raia,Farmácia,Presencial,Getnet,Aprovada
471.859.063-93,433595******2595,2026-04-11,19:06:15,51.87,Decathlon,Esportes,Presencial,Getnet,Aprovada
209.643.857-83,410282******5121,2026-06-11,12:31:29,48.08,iFood,Alimentação,Presencial,Rede,Aprovada
430.981.572-32,446159******5806,2026-06-05,00:30:40,38.5,Drogasil,Farmácia,Presencial,Cielo,Aprovada
679.213.458-91,434634******8615,2026-06-05,06:07:38,73.85,Magalu,Varejo,Online,PagSeguro,Negada
510.983.742-23,462864******9743,2026-01-28,07:44:02,23.45,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
621.985.074-20,467151******5579,2026-01-27,03:52:05,124.76,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
630.748.159-57,481311******5585,2026-02-06,17:47:31,12.08,Uber,Mobilidade,Presencial,Rede,Aprovada
473.602.815-71,418525******2169,2026-05-26,21:24:04,39.89,Pão de Açúcar,Supermercado,Online,Cielo,Aprovada
421.956.708-94,448490******5914,2026-05-15,11:05:51,18.74,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
679.213.458-91,434634******8615,2026-04-13,23:45:26,35.52,Shell,Combustível,Presencial,Getnet,Aprovada
152.837.906-30,466154******0010,2026-01-09,16:06:23,25.86,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
723.498.501-88,430254******0658,2026-02-15,14:56:51,35.55,Carrefour,Supermercado,Online,Getnet,Aprovada
783.964.120-22,497245******3366,2026-05-25,18:13:50,66.93,Eletrônicos Y,Tecnologia,Presencial,Cielo,Negada
703.816.945-93,419057******5954,2026-02-18,01:49:43,64.01,Renner,Varejo,Presencial,Getnet,Aprovada
658.320.147-07,418902******9237,2026-03-31,01:34:25,14.74,Booking,Viagens,Presencial,Stone,Aprovada
580.742.391-79,466842******0438,2026-05-01,11:54:01,74.49,Apple,Tecnologia,Presencial,Stone,Aprovada
902.368.514-89,432674******5871,2026-03-17,12:35:19,73.8,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
814.652.097-94,430581******0057,2026-02-23,12:46:47,45.36,Mercado Livre,E-commerce,Online,PagSeguro,Aprovada
837.965.241-09,441935******0362,2026-03-03,22:20:38,76.81,PlayStation,Games,Presencial,PagSeguro,Aprovada
036.594.827-65,418727******6061,2026-03-21,19:54:22,16.28,Magalu,Varejo,Presencial,Getnet,Aprovada
452.861.730-71,435863******3545,2026-02-10,18:32:29,68.88,Pão de Açúcar,Supermercado,Online,Stone,Aprovada
759.802.634-38,461039******7204,2026-05-04,00:13:24,41.87,Raia,Farmácia,Presencial,Cielo,Negada
182.764.953-46,409643******6039,2026-03-18,17:18:13,56.64,Apple,Tecnologia,Presencial,Stone,Aprovada
659.378.024-38,430684******0218,2026-06-26,22:29:11,33.12,Mercado Livre,E-commerce,Online,Getnet,Aprovada
570.628.349-47,431890******3243,2026-06-27,11:35:38,44.25,Steam,Games,Presencial,PagSeguro,Aprovada
982.710.534-50,457567******4373,2026-01-26,13:08:32,24.27,Renner,Varejo,Presencial,Getnet,Aprovada
218.467.950-01,495808******3559,2026-03-08,20:26:31,35.15,Steam,Games,Presencial,PagSeguro,Aprovada
971.034.625-34,423395******4043,2026-02-24,17:11:33,96.82,Google,Tecnologia,Online,Rede,Aprovada
701.693.485-39,412838******3975,2026-05-16,05:41:09,43.78,Booking,Viagens,Presencial,PagSeguro,Aprovada
647.519.283-09,441779******8576,2026-02-04,10:32:19,69.8,iFood,Alimentação,Online,Rede,Aprovada
037.264.198-96,421903******7270,2026-04-26,23:18:48,8.53,Shell,Combustível,Presencial,Rede,Aprovada
